,content,sentiment,raw,rate
18055,APLIQU COMPR FALL,[0 1],MALO DE 4 APLIQUES QUE COMPRE FALLARON LAS 4 BATERIAS,negative
18056,BUEN BIEN,[0 1],muy bueno muy bien producto .es lo que esperaba.,negative
18057,BUEN BUEN CALID RELACION PRECI,[0 1],Bueno Buena calidad.. relacion al precio,negative
18058,EXCELENT EXCELENT RECOM,[1 0],Excelente Excelente producto 100%se los recomiendo!!!!,positive
18059,BUEN BUEN CALID NINGUN DETALL NEGAT IGUAL IMAGEN LLEG TIEMP ESTIPUL ENTREG,[1 0],"Muy buen producto Buena calidad, es grande y resistente. Sin ningún detalle negativo, exactamente igual a las imágenes. Además llegó en el tiempo estipulado de entrega.",positive
18060,MAL FUNCION ESPER SOLUCION MAL PART MALTRAT VERBAL LLEV ESPER DEVOLU DINER INDIC PUED PAS,[0 1],"Muy malo El producto funcionó casi 2 meses, hace 2 meses que estoy esperando SOLUCION. MUY MALA ATENCIÓN POR PARTE DEL VENDEDOR, CON MALTRATO VERBAL AL LLEVAR EL PRODUCTO POR LA GARANTÍA. ESTOY ESPERANDO LA DEVOLUCIÓN DEL DINERO, EL CUAL POR LA VÍA INDICADA NO PUEDO HACER PORQUE YA Pasaron 2 meses.",negative
18061,BUEN RELACION PRECI CALID RELACION PRECI CALID BUEN TEN SILL SAL COMOD BUEN DURADER RECOMEND,[1 0],"Buen producto relación precio calidad. La relación precio calidad es buena, teniendo en cuenta que otras sillas salen el triple. Esta silla cumple con todo, es cómoda, agradable a la vista y la cuerina parece buena y duradera si se la cuida un poco. Recomendable.",positive
18062,ERA ESPER ERA ESPER TERMIC,[0 1],"No era lo esperado. No era lo esperado, no es térmico y es de bastante mala calidad. Una lástima...",negative
18063,PESIM EMPEC DESCARG CELUL APAG CARG INICIAL HS TELEFON APAG DURACION ACTUAL BATERI,[0 1],"pesimo el producto es pesimo, apenas las empece a usar las descargue hasta el punto q el celular se apagara para despues hacerle una carga inicial de 12 hs con el telefono apagado y aun asi la duracion q tiene actual la bateria es PESIMA",negative
18064,BUEN COINCIDI MEDIDS,[1 0],"producto devuelto muy peqeñoooo el producto esta bueno, solo q no se coincidio n las medids...!",positive
18065,BLIST ESTAB CERR PAREC ABIERT,[0 1],"Desconforme El blister no estaba bien cerrado, parecía que hubiera sido abierto y devuelto o usado.",negative
18066,ASTILL SEGUND DIA GOLP,[0 1],"Mala Calidad Se astilló al segundo día sin ser golpeado ni nada, solo estando en el bolsillo.",negative
18067,COMPR ENTRA PART INCOMOD PER BUEN SAL,[0 1],No lo compres Una porquería no te entra en ninguna parte es incómodo pero bueno salió 30 pesos,negative
18068,RECOMEND APUEST VEZ,[1 0],Recomendable Escelente producto... apuesto una vez más a Philips,positive
18069,RECOM,[0 1],Malo No lo recomiendo. No es como uno piensa,negative
18070,BUEN CALID BUEN CALID CALID VERD GUST COMPR,[1 0],"Buena calidad Muy buena calidad ,y calidad a verdad q me gustó lo q compre",positive
18071,BUEN,[1 0],?? Muy bueno ??????????????????????????????????????,positive
18072,BUEN VENDEDOR TOD CUMPL PACT RECOMEND,[1 0],"Buen vendedor Todo Bien, cumplió con lo pactado Recomendable",positive
18073,HORRIBL MAL CANCEL COMPR IGUAL MAND,[0 1],"Horrible Muy mal , cancele la compra e igual me lo facturaron y mandaron",negative
18074,PERFECT TOD PACT,[1 0],Todo perfecto Todo salió como se pactó muy bien,positive
18075,FUNCION LIO HAC HAY HAC TOD LARG,[0 1],"si  tenes suerte te funciona bien .... cuesta conectar con el celular y mucho lio para hacer la dovlucion, hay que hacer todo un largo tramite .....",negative
18076,COMPR BIEN ROMP DIA,[0 1],La compra bien . El producto malo Se me rompió al 2 día de uso . Se parte el plástico,negative
18077,VOLV OPERACION MAND COINCID DESCRIPCION JUSTIFIC DIC ERROR TEN PUBLIC OFREC DEVOLU DINER VERGÜENZ,[0 1],"No volvería q comprar en est3 sitio El producto anda bien pero la operacion no fue lo q esperaba, me mandaron un producto q no coincidía con la foto ni la descripción. Se justificaron diciendo q era un error y q no tenían el producto publicado ofreciendo la devolución del dinero el cual ya no me alcanzaba a comprar ese producto. Una vergüenza.",negative
18078,BUEN PANTALON,[1 0],Muy bueno Me gustó el pantalon es tal cual la foto,positive
18079,EXCELENT BIEN DESPACH TERMIN VE,[1 0],"Excelente Todo muy bien, despacho en término. El producto como se lo ve en la publicación. Muy conforme.",positive
18080,EXCELENT,[1 0],Excelente tal como lo esperaba. excelente!,positive
18081,,[0 1],Malo Me llego abierto.,negative
18082,COMPR EXCELENT LUJ EXCELENT LIND ESTET ARGENTIN ENVIDI BIEN FELICIT DISEÑ FUNCION,[1 0],"Una compra excelente, un lujo. Excelente producto, calienta espectacular, es lindo, estético, es Argentino. Todos me envidian lo bien que quedó. Felicitaciones al diseñador, todo funciona espectacular...",positive
18083,BUEN CAÑ PRECI ECONOM PUBLIC SERI BUEN,[1 0],"Muy buena!!! Un caño, pense por el precio y al ser de las mas economicas publicadas no seria de tan buena calidad, pues me equivoque",positive
18084,COMPR COLOC EMPEZ PRIMER ESTRUCTUR LUEG,[0 1],"No los volvería a comprar Al poco tiempo de colocarlos en la mesa se empezaron a descoser las varillitas, primero la que estaba en el borde y cerraba la estructura, luego la segunda y así...",negative
18085,EXCELENT LIND ESPEJ BUEN CALIDADMUCH GRACI,[1 0],"Excelente Muy lindes los  espejos de muy buena calidad,muchas gracias",positive
18086,DECEPCION ROMP MAL DUR NADAMUY DECEPCION DESPEG PART ATRAS TENG IR RECOM PONG COMPR MEJOR,[0 1],"Muy decepcionado, se rompieron en menos de 1 mes. Muy malo no me duró nada,muy decepcionado. Se despegó toda la parte de atrás en menos de 1 mes. Me re cabio jajaja ahora tengo q ir a pegarlos a una zapatería.. No lo recomiendo para nada. Pongan un poco mas de plata y compren algo mejor,",negative
18087,EXCELENT ENCANT TEND,[1 0],Excelente me encanto el tender. es re lindo y queda perfecto.,positive
18088,RECOMEND EXCELENT BUEN ATENCION,[1 0],recomendable 100 % excelente producto¡ muy buen atencion.,positive
18089,FUNCIONAL DIJERON DEVOLV ERA,[0 1],"Poco funcional Pregunte si cortaba pino de dos o tres cm me dijeron que si. La devolví porque no era así, le falta potencia. Para maderas finas o tergopol andaría muy bien",negative
18090,RECOMEND RECOMEND CALID ATENCION,[1 0],Muy recomendable Muy recomendable en cuanto a calidad y atención,positive
18091,GENIAL BUEN,[1 0],Genial Muy buenos ! A mis hijos les encantó,positive
18092,GENIAL BOLIT NUMER,[0 1],Geniales Son re cómodas y livianas las bolitas el número cómo lo esperaba,negative
18093,DESILUCION PAREC GENIAL PER SEMAN DESPEG PART SAL OJALILL PAS CORDON EMPEZ LIND VALOR PODI ESPER,[0 1],"desilucion Cuando las recibi me parecieron geniales, pero 2 semanas de uso despues se despego parte de la suela, se salieron varios ojalillos por donde pasa el cordon y se empezo a descoser parte del talon, una pena porque se las veia  muy lindas, igualmente por el valor no se podia esperar demasiado ??",negative
18094,LIND LIND PORQU VEZ TIEN MAL LIND,[0 1],Linda la pelota Es linda la pelota pero no se porque se le desinfla por la válvula espero y deje de perder si no cada vez que la usa la tiene que inflar fue mala suerte la verdad porque la pelota es linda,negative
18095,BUEN BUEN,[1 0],Muy bueno el producto Muy bueno el producto. Excelente iluminación,positive
18096,EXCELENT BUEN CALID EXCELENT ATENCION,[1 0],Excelente Muy buena la calidad excelente atencion,positive
18097,EXELENT BUEN FUNCION BUEN ILUMINACION,[1 0],exelente muy bueno funciona a la perfección muy buena iluminacion,positive
18098,BASIC LENT DAT MEMORI INSUFICIENT APLIC PROPI PEOR JUEG,[0 1],"Para lo básico sirve, más no le pidas. Es demasiado lento el procesamiento de datos de la versión Dual SIM, como que la memoria es insuficiente para mover las aplicaciones propias, peor aún si le instalas con juegos.",negative
18099,BAJ CALID BAJ CALID EMPEZ 5',[0 1],Muy baja calidad Muy baja calidad...empezó a tener fallas a los 5',negative
18100,EXCELENT BUEN QUER LAV BUEN PRESION FACIL ARMAD,[1 0],Excelente Es un buen producto para el uso que quería darle q es lavar el auto. Tiene buena presión y es de fácil armado,positive
18101,MAND GRAND,[0 1],Mala compra Pedi 38 y mandaron 39. Muy grandes,negative
18102,SATISFECH EXCELENT COMPR,[1 0],Muy satisfecho con el producto Excelente !!! Lo compre para una PS4 y funciona espectacular.,positive
18103,BUEN EXCELENT RIC PRECI CALID RECOM,[1 0],Muy bueno excelente muy rico cafe. excelente según precio calidad. lo recomiendo .....................................,positive
18104,INRESPONS LLEG SAC ANTIESTALL VEN COMPR REALIZ MAND MENSAJ CONTEST HAC CARG DESCONFORM,[0 1],Inresponsables Me llegó el producto sin la llave para sacar el chip y sin el antiestallido que venía en la compra realizada . Mando mensaje y no me contestan no se hacen cargo .  Muy desconforme con el vendedor.,negative
18105,LIND FUER PER COM CONSERV CALIENT TIEMP CUMPL FUNCION VARI DESCRIPCION VERID DIC TERMIC PER TERMIC TIEN DINER,[0 1],"No es nada térmico! Malísimo! Lindo por fuera, pero no es nada térmico! La comida no se conserva caliente prácticamente nada de tiempo! No cumplió la Función que necesitaba! Y compramos tres para ser útil a varios! La  Descripción no es verídica! Porque dice térmica, pero de térmico no tiene nada! Pérdida de dinero!",negative
18106,PESIM PESIM PROB TELEVISOR FUNCION POTENCI RECEPCION INFORM TV,[0 1],Pésimo producto. Pésimo producto. Lo he probado en varios televisores y en ninguno ha funcionado. ¡¡¡Potencia de recepción 0%!!! (según informa el sistema de los Tv). No sirvió para nada.,negative
18107,MAL ESPER FUE ERROR MIO PER VI,[0 1],"Muy malo No es lo que esperaba . Talves fue un error mío , pero no es lo que ví en la foto .",negative
18108,MAL HAY ROMP ENCASTR RUED,[0 1],"Mala Mala calidad, hay que cuidarlas mucho porque se rompen los encastres plasticos y las ruedas",negative
18109,BUEN CALID BUEN CALID ESPECIAL DIURN,[1 0],Buena calidad Muy buena calidad de led . Especial para las diurnas de Renault,positive
18110,MAL MAL DIA GIR,[0 1],Muy malo Muy malo!! Al otro dia se giro el tambor de adentro del candado y no abre,negative
18111,GENIAL GENIAL BUEN TERMIN,[1 0],"Genial Genial, muy buena terminación, ....",positive
18112,EXCELENT PAEL,[1 0],excelente exvelente los paeles y la atencion.slds,positive
18113,BUEN BUEN COMPAT AÑOS,[1 0],"Muy buenos!!! Muy buenos, algunos cuesta en castrar los y desencastrarlos. Son compatibles con los de hace 30 años",positive
18114,EXCELENT EXCELENT ENVI RAP VOLV,[1 0],"Excelente Excelente Producto, envió rápido, volveré a comprar    muchas gracias",positive
18115,EXCELENT COMPR BUEN PRECI DESCUENT,[1 0],Excelente Lo compré a muy buen precio con un descuento,positive
18116,EXCELENT ENCANT COLOR LIND APLIC,[1 0],Excelente Hermosa!!! Me encantó! Los colores son muy lindos y se aplican fácilmente!,positive
18117,EXCELENT EXCELENT CALID BUEN,[1 0],Excelente Excelente calidad super comodos buena planta,positive
18118,CAR CALEFACCION FUNCION ENCIEND,[0 1],Malo y caro No calefacciona lo suficiente y encima no funciona el sistema y no enciende.,negative
18119,BIEN FUNCION ORIGINAL,[0 1],Bien X lo menos funcióna no sé si es original,negative
18120,EXCELENT LIND LLEG DEMOR,[1 0],"Excelente Muy lindos, llegaron de diez, sin demora",positive
18121,EXCELENT EXCELENT BUEN DIDACT,[1 0],Excelente producto excelente muy bueno y didactico muy recomendab le,positive
18122,BUEN BUEN RECOMEND,[1 0],Muy muy buenas Muy buenas.. recomendable totalmente,positive
18123,EXCELENT BUEN RECOMEND,[1 0],"Excelente muy bueno, recomendable para nuevos compradores y futuras compras mias",positive
18124,PRECIOS BUEN CALID EXCELENT PRODUCTOEL REVEST INTERIOR ANTIADHERENT MANCH FUER BELLISIM LUC COCIN,[1 0],"Preciosa y buena calidad Excelente producto!El revestimiento interior es realmente antiadherente, no se mancha y por fuera es bellisima para lucir en la cocina",positive
18125,EXCELENT EXCELENT CALID IMPRESION,[1 0],Excelente EXCELENTE CALIDAD DE IMPRESION!!!,positive
18126,BLANC INTERN VIEN DUD BIDON TAP SEGUR ESPER HAY MET ACEIT COMUN MADR DUD HIJ HIC,[0 1],"TAPAS DEL PICO DESPEGADAS=?=?=?=?=?=?=?=?=?=?=?=?= las tapitas blancas internas que vienen pegadas estaban despegadas , no sé , me hizo dudar de que el contenido sea este aceite , los 3 bidones con las tapas de seguridad despegadas . espero no me hayan metido aceite comun la reconcha de su madre por las dudas a los hijos de puta si lo hicieron.",negative
18127,DESPEG VIN DESPEG,[0 1],Malo me vino despegado el 0 Vino despegado el 0 como hago?,negative
18128,CARTUCH VENC PROB FECH OTRAS HAC DESLEAL DANIEL,[0 1],"oferta desleal Los Cartuchos estan vencidos, no pude probarlos porque estoy de viaje, detallo fecha del Empaque:  - Amarillo: 8/2017  - Cian : 1/2018  - Negro: 2/2018  - Magenta : 3/2018  La oferta no aclaraba que las fechas estaban vencidas (otras si lo hacen), me parece desleal.  .Sds  Daniel V.",negative
18129,MEJOR CALID EXTERIOR MALETIN PES ESPER MEJOR CALID SOL,[0 1],"Esperaba algo de mejor calidad El estuche y la cuerina del su exterior son de mala calidad. No es un maletín pesado, esperaba algo de mejor calidad.  Las fichas si son sólidas aunque algo chicas.",negative
18130,EXCELENT EXCELENT ESTAB BUSC,[1 0],Excelente! Excelente. Es lo que estaba buscando!,positive
18131,COMOD ZAF COSTUR MISM,[0 1],Comodo uso pero de mala calidad Baja calidad de confeccion. A la semana ya se zafaron las costuras de la misma.,negative
18132,HORRIBL HORRIBL DESCOCI DESCOCI DED HORRIBL,[0 1],Horrible Horrible. El zapato se me descocio  y lo use solo 2 veces!!!! Se me descocio cerca de los dedos. Horrible,negative
18133,PAREC MAL DEC QUED FINIT ROMP MEDI VOLV,[0 1],No son lo que parecen! Son malas! Decía hasta el talle 60. Soy 48 y me quedan un poco chicas. Y son MUY finitas o sea se rompen de nada. Y son bastante caras para la calidad d la media. No volvería a comprar la verdad.,negative
18134,EXCELENT EXCELENT BUEN,[1 0],"Excelente Excelente producto, muy buenas terminaciones",positive
18135,DEBIL ELAST SEMAN ROMP,[0 1],Malo Muy débiles los elásticos ... tiene una semana y ya se rompieron 4...,negative
18136,MANUAL PRECARI TRA PIEZ AIR EXPLIC,[0 1],"Malo Aún no lo he usado,ya de que el manual es realmente precario,es más tampoco trae un pieza que falta para adaptar la manguera de aire al compresor...muy poca explicación",negative
18137,EXCELENT EXCELENT VOLUM TIEN MOLEST RELAJ,[1 0],Excelente Excelente! A mi bebé le encantó! Hermosa la musica y el volumen que tiene no es molesto. Realmente la entretiene y la relaja.,positive
18138,REGUL DESCRIPCION,[0 1],Regular. No me parecio acorde a la descripcion,negative
18139,MAL HORRIBL DIO DESCONFI CUAND LLEG SUCI HOY EMPEZ FUNCION MAL MALISIM COMPR PRIMER VEZ PAS MIR OPINION OJAL,[0 1],Muy malo Horrible. Me dio desconfianza cuando llego . Estaba hasta sucio. Hoy que empezó a funcionar mal. Malisimo. Muy arrepentida de mi compra. Tire plata a la basura.Primera vez que me pasa algo así. Por no mirar las opiniones. Ojala no le pase a otro.,negative
18140,EXCELENT COMPR DESARM GUARD CONFORT NIÑ LUC ENCIEND TOM VELOC RECOMEND,[1 0],"Excelente compra Super fuerte, se desarma muy rápidamente para guardar. La manija es confortable para la mano de un niño. Las luces se encienden cuando toma cierta velocidad. Muy recomendable",positive
18141,MAL,[0 1],"De mala calidad La tela es muy mala, lo usas 2 minutos Y ya está todo flojo y estirado.",negative
18142,INEFICAZ MALISIM XQ IGUAL COBR,[0 1],"Ineficaz Es malísimo xq en una cuota cobran interes igual, me es mas util el link de cobro",negative
18143,ESTRANGUL FACIL POBR CALID ESTRANGUL FACIL CARR PORTAMANGUER TUB PLAN COC RECUBR FLEXIBL MANIPUL FACIL REDUC TIEN PREMIUM,[0 1],"Mala calidad y se estrangula fácil Pobre calidad. Se estrangula con facilidad y no sirve para carro portamanguera. Es un tubo plano con una tela cocida que lo recubre... Por lo que no es flexible, ni se puede manipular con facilidad en espacios reducidos. No tiene nada de premium.",negative
18144,REUN CONDICION,[1 0],"Buenisimo Perfecto, reunió las condiciones muy bien...",positive
18145,RESULT,[0 1],Maso No resultó ser lo q esperaba ...,negative
18146,RECOMEND QUEM RECOM,[0 1],No recomendado Se quemo un led a las 3 semanas de uso... No lo recomiendo,negative
18147,MAL MAL CONFECCION COSTUR,[0 1],Muy malo mal confeccion y costura y el largo distinto,negative
18148,EXCELENT BUEN,[1 0],"Excelente Excelente, Muy bueno el producto.",positive
18149,BIEN BUEN IMPRESION,[1 0],bien todo bien .... muy buena impresion,positive
18150,RECOMEND EXCELENT DEFRAUD,[1 0],Producto recomendable Excelente no me defraudó en nada,positive
18151,EXCELENT RECOMEND ERA ESPER,[0 1],Excelente Producto 100% recomendable. Era lo esperado.,negative
18152,MAL EJEMPL TRAJ AGUJER PERSON TEM DIFICIL COMPR REGAL QUED MAL PERSON,[0 1],Es un mal producto El producto tiene fallas. Como por ejemplo. Trajo la mitad de los agujeros del mechero. Eso para una persona que no tiene como hacer dichos agujeros es un tema difícil. Yo lo compré para regalo y quedé mal con la otra persona,negative
18153,BUEN PER CORT CORT GENIAL,[1 0],bueno pero corto. bastante corto. Lo demás genial,positive
18154,FANTAST FANTAST RAP PEL,[1 0],Está fantastica está planchita!! Es fantástica! Es muy rápido plancharse el pelo con esta planchita. La amo!!!,positive
18155,MAL TRAB DEVOLV DEVOLV DINER DESASTR,[0 1],Muy malo El cinturón estaba trabado y lo devolví y nunca me devolvieron el dinero...desastre,negative
18156,EXCELENT BUEN,[1 0],Excelente Todo ok. Completo y buen producto,positive
18157,MAL ENVI,[0 1],Malo Me enviaron otra zapatillas...otro modelo nada que ver..,negative
18158,EXCELENT ATENCION NINGUN PROBLEM MEJOR,[1 0],"Excelente producto Execelente producto y atención, funciono sin ningun problema.. lo mejor sin dudas",positive
18159,GIR,[0 1],"mala compra me duro 2 meses, el escurridor  comenzo a trabarse hasta que no giro mas.",negative
18160,LINDISIM BUEN CALID,[1 0],Lindisima Es hermosaaaa!!!  Muy buena calidad realmente lo que esperabamos !!,positive
18161,PRECISION RECOM,[0 1],"malo malisimo, no sirve, no tiene precision, no lo recomiendo",negative
18162,BUEN APAREC MEDI,[1 0],"Buena compra El producto es tal cual aparece en la publicación, la tapita es medio sensible, pero es algo tipico del producto en si",positive
18163,TENG FUNCION,[0 1],malo no tengo ni idea como es xq nunca funciono,negative
18164,MAL COSTUR MAL COC PERD TIEMP,[0 1],Toda rota la costura Muy malo la costura toda rota y mal cocida  lo devuelvo una perdida de tiempo,negative
18165,GUST CALID DEJ MUCH DES ENDEBL MATERIAL OFREC FALL VEC FUNCION SON MAXIM ESCUCH PREFER PAG MEJOR,[0 1],"No la compren No me gusto la calidad deja mucho que desear en cuanto a que es muy endeble sus materiales, la bateria tampoco ofrece autonomia suficiente y hasta el cable de carga vino fallado a veces no funciona. El sonido al maximo apenas se escucha. No vale la pena gastar en esta maquina es preferible pagar un poco mas por algo mejor",negative
18166,ORIGINAL INCLU RECOM,[1 0],"Ggarantía de confianza Exelente!!! 100% original, con estuche incluido y garantía dentro de la caja. Lo recomiendo!!!",positive
18167,RECOMEND DIFICIL COLOC DINER INEXACT,[0 1],No es recomendable Difícil colocar el dinero y frecuentemente es inexacto.,negative
18168,EXCELENT GENIAL PRACTIC IDEAL PRESENT,[1 0],"Excelente Genial, super práctico e ideal para presentaciones en el laburo.",positive
18169,BUEN ERA,[1 0],Hermosas Muy buenas las zapatillas era lo que esperaba,positive
18170,BUEN BUEN ESPER PRECI CONSEGU,[1 0],Muy bueno Muy bueno. Es lo que esperaba por el precio al que lo conseguí.,positive
18171,ORDINARI PRECIS ORDINARI DEMACI ORDINARI,[0 1],Ordinario Es preciso pero muy ordinario.demaciado ordinario. Pero mide ok,negative
18172,LLEG DOMICILI ACORD EJ: LLEG LLEG REALID,[0 1],"La zapatillas 10 punto el sevicio pecimo Las zapatillas 10 puntos pero el servicio pecimo llego a mi domicilio 3 días despues del acordado , ej: te dice que llega entre 7 y 12 y a mi me llego el 16 y la compra la había realidado el 2",negative
18173,GUST MEJOR CALID GUST MEJOR CALID,[0 1],Me gustan mejor calidad Me hubiera gustado mejor calidad,negative
18174,MAL BOMB CORT VIN,[0 1],"Mala La bomba no corta, vino el plomero a instalrla y tiene una falla",negative
18175,PORQU FULMIN LAMP VERD VERDADER PORQU TENG FOCUS AÑO LLEV COLOQU HOR FUNCION NINGUN TIEN,[0 1],"Una porquería se fulminaron las dos lámparas La verdad una verdadera porquería tengo un Focus 2 año 2011, las lleve a mí electricista para que las coloque a las dos horas ya no funcionaban ninguna de las dos la lámpara izquierda se fulminó. Y NO TIENEN GARANTIA",negative
18176,BUEN CALID PRECI COMPR VENTAN DVH VIDRI SEGUR BUEN LAMIN SEGUR IGUAL BUEN PRECI BUEN,[1 0],"Muy bueno calidad precio Yo compré una ventana dvh con vidrio de seguridad, a la vista esta muy bueno, justo como lo pedi, espero que el laminado de seguridad sea igual de bueno. El precio muy bueno!!!!",positive
18177,RECOM SOL ENGAÑ RECOM,[0 1],No lo recomiendo Es sólo un engaño no lo recomiendo,negative
18178,CAR NIÑ ENCANT ENCANT OPIN TOTAL DESPERDICI DINER SIEND ORIGINAL PINTUR CUEST DEB ESTAR CIERT ENVOLTORI NIÑ PAS TIR TIR PLASTIC,[0 1],"Cara, a pesar de ello a las niñas les encanta A mi hija le encantó. Yo personalmente opino que es un total desperdicio de dinero. Aún siendo la original la pintura se le notan detalles en la pintura que con lo que cuesta no debería estar. Es cierto que con TANTO envoltorio los niños pasan 3 minutos de gran diversión y después que? Solo tirar y tirar plásticos",negative
18179,ESTAF ESTAF VIN APLIQU SOLUCION SISTEM VOL DIC IMPERM LLOV CUAND MOJ DIC ATENT,[0 1],Mala compra me sentí estafado Me sentí estafado vino en malas condiciones le faltaba un aplique me comunique y me daban la solución a 10 días tuve que implementarle un sistema de sogas para que no se volará para mí una mala experiencia dice que es impermeable y llovió ayer cuando saque la funda del auto estaba todo mojado la chapa mala compra no es lo que dicen atentos!!!!!,negative
18180,MAL BUEN POTENCIAY AJUST PIERD DA DES MAL COMPR,[0 1],"Mala No tiene buena potenciay los ajustes pierden, da que desear, mala compra.",negative
18181,BUEN LIND COLOR CALID,[1 0],"muy bueno muy lindo el producto, los colores y la calidad",positive
18182,EXCELENT BUEN BUEN CALID LLEG RAP ENVI,[1 0],"Excelente producto Muy buen producto, de buena calidad. Llego también muy rapido el envio.",positive
18183,RECONTR BUEN CALID DECOR EXCELENT,[1 0],Recontra excelente Muy buena calidad y decorativo excelente,positive
18184,ESPER TENG ESPER VA FACIL MOSTR VIDE INCOMOD,[0 1],"No es lo que esperaba Hace 20 dias que lo tengo y lo uso todos los dias. No es lo que esperaba, el frizz no se va tan fácil como se suele mostrar en videos, y es un tanto incómodo el agarre.",negative
18185,RECOMEND RECOMEND BUEN MATERIAL,[1 0],Recomendable Recomendable. Muy buen material,positive
18186,QUEM DIO CALOR,[0 1],No sirve No me quemo ni dio calor..tuve q comprar en negocio otra marca.,negative
18187,MAL EXPERIENT DIM PUS DESCOCI CORRI PRECI HIJ EMOCION CONFORM IGUAL,[0 1],Mala experiencia Hola buenas tardes..paso a contan que tube mala experiencia con el traje..ya que se lo dimos para el dia del niño..se lo puso y se descocio y corrio la tela..muy mala calidad..x el precio..no lo devolvi porque mi hijo con la emocion lo se conformo igual..pero lo vuelvo a repetir mala calidad,negative
18188,EXCELENT EXELENT NECESIT,[1 0],Excelente Exelente. Es exactamente lo que necesitaba.,positive
18189,RECOMEND ROMP FACIL RECOM ROMP FACIL TANT PART,[0 1],"No recomendable, se rompe fácil. No recomiendo este producto, se rompe fácil usándolo normalmente, tanto en la parte del cierre como en su interior.",negative
18190,MAL VIN FALL VEM NINGUN QUER ESTAN FALL MAL CALID COMPR DIC CAS DISCONFORM DAN RESPUEST RECOM,[0 1],"Muy malo Es de muy mala calidad. Me vinieron fallados y la respuesta de ellos fue no les vemos ninguna falla. Le dije q no los quería xq están fallados, xq son de mala calidad y no es lo q esperaba. Si bien antes de comprarlos dice q la devolución ves gratis en caso de disconformidad. Aún no me dan respuesta. No los recomiendo para nada. Una vergüenza",negative
18191,MAL BUEN GRAND BUSC,[0 1],Muy malo Buen producto para perritos chico anda bien para lo mas grandes se debe buscar algo mas polenta x su pelaje,negative
18192,EXCELENT BUEN RECOMEND BUEN PRECI,[1 0],"Excelente muy buenos recomendables, y a un muy buen precio.",positive
18193,COPI CASER,[0 1],"Trucho Muy mala calidad, es una copia casera del original",negative
18194,,[1 0],Super recomendable! Es hermosa!! Tal como lo imaginaba!,positive
18195,BUEN CUMPL,[1 0],Buenoo muy bueno cumple  con mis  expectativas,positive
18196,EXCELENT EXCELENT BRIND RESULT,[1 0],"Excelente Excelente producto, me está brindando resultados",positive
18197,REGUL BUEN CALID TIEN OLOR QUEM,[0 1],"regular Andaba, perono es de buena calidad, enseguida tienen olor a cable quemado, se me paso el tiempo,  par la devolucion asi q por eso no hice el reclamo",negative
18198,BUEN BUEN ACORD PRECI RECIB,[1 0],"Muy bueno Muy buen producto, acorde al precio, y recibido en fecha.",positive
18199,MAL VERD VENDEDOR ESPECTACUL RESULT HAY TIEMP PROMET CAMBI IGUAL MERC,[0 1],"Muy malo La verdad es que el vendedor un espectáculo. El producto a mi no me resulto en nada, quisas hay que tomarlo mas tiempo, pero prometió cambios a corto plazo y lo tome todo el mes y estoy igual lo unico que baje es el pago por mercado pago",negative
18200,ATOMATIZ FUNCION CAMBIAR ANDUV CAMBI,[0 1],El atomatizador no funcionó nunca. No lo cambiaro Nunca anduvo el atomizador y la promesa de cambiarlo no la cumplieron,negative
18201,MAL MAND,[0 1],Muy malo pedi un articulo y me mandaron otro,negative
18202,ERA COMPR PROCED DEVOLU PRODUCT RECIB DINER,[0 1],No era para la moto y devolvemos el productos Los 2 muy que compramos ninguno le fue a la moto así que se procedió a la devolución  de los productos y todavía no recibimos el reintegro del si dinero,negative
18203,BUEN BUEN PRECI,[1 0],Todo perfevto Hermosos. Buen material. Buen precio,positive
18204,EXCELENT EXCELENT BUEN CALID RECOMEND,[1 0],"Excelente Excelente producto, buena calidad. Recomendable",positive
18205,EXCELENT BUEN EXCELENT CALID BUEN ATENCION,[1 0],"Excelente Muy bueno, excelente calidad y muy buena atención.",positive
18206,BUEN RESPOND PUBLICIT,[1 0],Muy bueno El producto responde a la expectativa de lo publicitado,positive
18207,EXCELENT PROB SUPERIOR MARC,[1 0],Excelente Aun no las probé pero a simple vista la calidad es superior a otras marcas.,positive
18208,SENSIBIL TACTIL HAY VEC TEN APRET VEC MARC FUNCION,[0 1],Malo Le falta sensibilidad al táctil hay veces que tenes que apretar dos veces o se marca la función del lado.,negative
18209,FUNCION,[0 1],"Malo Mala experiencia,  ya dejo de funcionar. Muy disconforme",negative
18210,DESASTR DESASTR CALIENT VERD LAMENT RECOM MINIM PES TIR,[0 1],Un desastre Un desastre no calienta el agua no sirve para nada la verdad que lamentable no lo recomiendo en los más mínimo 22.000 pesos tirados a la basura,negative
18211,CUAND COMPR GENIAL ROT CUBR RECOMIEND USAR DIC COMPR,[0 1],Disconforme Cuando lo compre genial.. luego menos de un mes ... la malla ya está rota.. y no saben si cubre la garantía.. no te recomiendan usar en agua caliente ... q te lo dicen desp de comprarlo ..,negative
18212,REGUL MEJOR DETALL ALGUN SOLDADUR VIST INTENT ENDEREZ,[0 1],Producto regular. Falta mejorar Tiene detalles en la terminación. Algunas estaban dobladas. Otras tenia soldadura a la vista. Al intentar enderezar una se quebró,negative
